"customer_id","r_score","f_score","m_score","rfm_cell","total_spend","customer_segment"
"15701",3,4,4,"344",1542.14,"Loyal Customers"
"12818",1,2,4,"124",1542.08,"Lost / Hibernating"
"16365",5,5,4,"554",1540.42,"Champions"
"17159",4,3,4,"434",1538.88,"Loyal Customers"
"13849",3,3,4,"334",1537.95,"Loyal Customers"
"12877",4,5,4,"454",1535.77,"Champions"
"15392",5,4,4,"544",1535.53,"Champions"
"15625",2,4,4,"244",1534.26,"At Risk / Don't Lose Them"
"13107",3,4,4,"344",1531.62,"Loyal Customers"
"12759",3,3,4,"334",1531.44,"Loyal Customers"
"14321",5,4,4,"544",1530.75,"Champions"
"14567",3,3,4,"334",1530.36,"Loyal Customers"
"15916",5,5,4,"554",1528.09,"Champions"
"16244",5,3,4,"534",1522.75,"Loyal Customers"
"16434",3,5,4,"354",1522.25,"Loyal Customers"
"16066",5,4,4,"544",1521.87,"Champions"
"13764",3,3,4,"334",1521.76,"Loyal Customers"
"13213",3,4,4,"344",1520.58,"Loyal Customers"
"16880",3,5,4,"354",1519.08,"Loyal Customers"
"14267",2,3,4,"234",1516.24,"At Risk / Don't Lose Them"
"13791",2,3,4,"234",1516.00,"At Risk / Don't Lose Them"
"16748",4,4,4,"444",1515.90,"Champions"
"16053",2,3,4,"234",1511.95,"At Risk / Don't Lose Them"
"16910",5,5,4,"554",1510.06,"Champions"
"16279",4,3,4,"434",1509.58,"Loyal Customers"
"16016",5,5,4,"554",1508.76,"Champions"
"15265",4,3,4,"434",1506.12,"Loyal Customers"
"12937",5,4,4,"544",1504.27,"Champions"
"15530",4,4,4,"444",1502.35,"Champions"
"16762",4,3,4,"434",1501.38,"Loyal Customers"
"13810",4,3,4,"434",1499.01,"Loyal Customers"
"17571",3,4,4,"344",1498.51,"Loyal Customers"
"14414",2,5,4,"254",1496.98,"At Risk / Don't Lose Them"
"16755",2,3,4,"234",1496.83,"At Risk / Don't Lose Them"
"17002",3,3,4,"334",1493.73,"Loyal Customers"
"15057",2,3,4,"234",1489.50,"At Risk / Don't Lose Them"
"13110",3,5,4,"354",1488.67,"Loyal Customers"
"13692",4,3,4,"434",1488.32,"Loyal Customers"
"14963",5,4,4,"544",1487.80,"Champions"
"17553",1,2,4,"124",1487.60,"Lost / Hibernating"
"16395",3,4,4,"344",1486.90,"Loyal Customers"
"14878",5,5,4,"554",1485.54,"Champions"
"14758",2,4,4,"244",1484.06,"At Risk / Don't Lose Them"
"18016",3,4,4,"344",1483.56,"Loyal Customers"
"15427",3,3,4,"334",1483.14,"Loyal Customers"
"17590",5,3,4,"534",1479.22,"Loyal Customers"
"14403",2,4,4,"244",1475.81,"At Risk / Don't Lose Them"
"15983",4,4,4,"444",1475.02,"Champions"
"12826",3,5,4,"354",1474.72,"Loyal Customers"
"14404",2,5,4,"254",1474.32,"At Risk / Don't Lose Them"
"14246",2,3,4,"234",1474.06,"At Risk / Don't Lose Them"
"15128",3,4,4,"344",1471.00,"Loyal Customers"
"16348",3,5,4,"354",1469.45,"Loyal Customers"
"14875",2,3,4,"234",1465.32,"At Risk / Don't Lose Them"
"12882",5,3,4,"534",1463.04,"Loyal Customers"
"14233",5,4,4,"544",1462.72,"Champions"
"14541",5,5,4,"554",1461.65,"Champions"
"17063",4,5,4,"454",1461.14,"Champions"
"16059",3,5,4,"354",1459.86,"Loyal Customers"
"16996",3,5,4,"354",1456.96,"Loyal Customers"
"13309",5,4,4,"544",1456.79,"Champions"
"13477",5,5,4,"554",1454.58,"Champions"
"15987",5,5,4,"554",1451.28,"Champions"
"14740",1,3,4,"134",1448.21,"About to Sleep"
"15426",4,4,4,"444",1447.39,"Champions"
"14591",5,4,4,"544",1447.14,"Champions"
"17073",4,4,4,"444",1446.09,"Champions"
"13717",3,5,4,"354",1445.01,"Loyal Customers"
"13461",2,3,4,"234",1445.00,"At Risk / Don't Lose Them"
"17175",5,4,4,"544",1443.69,"Champions"
"15478",4,3,4,"434",1441.42,"Loyal Customers"
"15858",5,4,4,"544",1438.85,"Champions"
"14071",4,5,4,"454",1438.82,"Champions"
"13159",3,4,4,"344",1437.85,"Loyal Customers"
"14566",2,2,4,"224",1432.00,"About to Sleep"
"16503",2,4,4,"244",1431.93,"At Risk / Don't Lose Them"
"13475",1,4,4,"144",1431.78,"Can't Lose Them (Sleeping Giants)"
"16103",3,5,4,"354",1429.64,"Loyal Customers"
"16271",5,4,4,"544",1429.24,"Champions"
"14035",4,4,4,"444",1428.02,"Champions"
"15681",4,4,4,"444",1426.16,"Champions"
"15106",5,4,4,"544",1422.52,"Champions"
"16463",4,4,4,"444",1422.40,"Champions"
"16571",4,3,4,"434",1421.69,"Loyal Customers"
"14019",3,3,4,"334",1421.61,"Loyal Customers"
"14901",5,5,4,"554",1421.29,"Champions"
"14443",3,4,4,"344",1420.20,"Loyal Customers"
"17288",5,5,4,"554",1419.73,"Champions"
"16173",5,5,4,"554",1418.32,"Champions"
"15444",5,3,4,"534",1418.26,"Loyal Customers"
"17856",2,4,4,"244",1418.03,"At Risk / Don't Lose Them"
"18116",1,5,4,"154",1418.03,"Can't Lose Them (Sleeping Giants)"
"14649",4,4,4,"444",1417.29,"Champions"
"14748",4,4,4,"444",1415.75,"Champions"
"16012",2,3,4,"234",1415.29,"At Risk / Don't Lose Them"
"16245",4,3,4,"434",1413.66,"Loyal Customers"
"17004",3,3,4,"334",1412.94,"Loyal Customers"
"15237",3,4,4,"344",1412.32,"Loyal Customers"
"15596",2,4,4,"244",1406.59,"At Risk / Don't Lose Them"
"17083",2,3,4,"234",1405.78,"At Risk / Don't Lose Them"
"15563",4,4,4,"444",1400.44,"Champions"
"14741",5,5,4,"554",1400.34,"Champions"
"18202",1,3,4,"134",1396.99,"About to Sleep"
"13995",5,4,4,"544",1393.69,"Champions"
"17354",3,2,4,"324",1393.06,"Potential Loyalists"
"15810",3,4,4,"344",1391.98,"Loyal Customers"
"15051",5,3,4,"534",1391.61,"Loyal Customers"
"13414",2,3,4,"234",1390.50,"At Risk / Don't Lose Them"
"13516",4,3,4,"434",1389.41,"Loyal Customers"
"15898",2,4,4,"244",1388.88,"At Risk / Don't Lose Them"
"16539",2,4,4,"244",1388.81,"At Risk / Don't Lose Them"
"15453",3,5,4,"354",1388.37,"Loyal Customers"
"15134",5,5,4,"554",1387.99,"Champions"
"12952",3,4,4,"344",1387.79,"Loyal Customers"
"17676",5,5,4,"554",1387.68,"Champions"
"12775",4,4,4,"444",1386.04,"Champions"
"13308",4,3,4,"434",1385.51,"Loyal Customers"
"18167",4,3,4,"434",1384.86,"Loyal Customers"
"17311",3,3,4,"334",1384.85,"Loyal Customers"
"13572",1,2,4,"124",1384.25,"Lost / Hibernating"
"14507",4,5,4,"454",1383.18,"Champions"
"14116",4,4,4,"444",1382.74,"Champions"
"16389",3,4,4,"344",1382.07,"Loyal Customers"
"16726",4,4,4,"444",1382.02,"Champions"
"17621",4,3,4,"434",1379.90,"Loyal Customers"
"12886",1,3,4,"134",1378.40,"About to Sleep"
"15569",4,4,4,"444",1375.71,"Champions"
"16669",4,3,4,"434",1374.87,"Loyal Customers"
"14434",4,5,4,"454",1372.80,"Champions"
"15095",2,4,4,"244",1370.60,"At Risk / Don't Lose Them"
"13813",4,4,4,"444",1366.86,"Champions"
"14897",5,4,4,"544",1366.38,"Champions"
"13396",3,3,4,"334",1360.99,"Loyal Customers"
"14102",5,4,4,"544",1360.28,"Champions"
"15411",4,4,4,"444",1358.88,"Champions"
"13232",5,5,4,"554",1357.60,"Champions"
"17054",4,4,4,"444",1356.33,"Champions"
"14859",5,4,4,"544",1353.74,"Champions"
"14064",5,4,4,"544",1353.74,"Champions"
"15116",4,4,4,"444",1352.75,"Champions"
"16079",5,3,4,"534",1352.00,"Loyal Customers"
"16493",3,4,4,"344",1351.63,"Loyal Customers"
"12770",1,2,4,"124",1351.45,"Lost / Hibernating"
"12646",3,3,4,"334",1346.97,"Loyal Customers"
"14154",1,3,4,"134",1345.62,"About to Sleep"
"15398",5,3,4,"534",1345.53,"Loyal Customers"
"12463",5,4,4,"544",1344.78,"Champions"
"17372",4,5,4,"454",1342.68,"Champions"
"16317",5,3,4,"534",1341.65,"Loyal Customers"
"13743",5,5,4,"554",1341.60,"Champions"
"18177",2,5,4,"254",1341.42,"At Risk / Don't Lose Them"
"16045",5,4,4,"544",1340.70,"Champions"
"13501",1,2,4,"124",1340.32,"Lost / Hibernating"
"15734",2,3,4,"234",1339.45,"At Risk / Don't Lose Them"
"12620",5,3,4,"534",1339.41,"Loyal Customers"
"15059",4,5,4,"454",1337.72,"Champions"
"16110",3,3,4,"334",1337.48,"Loyal Customers"
"12919",5,5,4,"554",1335.19,"Champions"
"15680",5,3,4,"534",1333.68,"Loyal Customers"
"17932",5,3,4,"534",1331.57,"Loyal Customers"
"12676",4,5,4,"454",1331.39,"Champions"
"16295",5,4,4,"544",1328.55,"Champions"
"15146",2,3,4,"234",1327.16,"At Risk / Don't Lose Them"
"17633",4,4,4,"444",1324.84,"Champions"
"12854",5,3,4,"534",1324.50,"Loyal Customers"
"17095",4,3,4,"434",1324.16,"Loyal Customers"
"16370",3,4,4,"344",1320.56,"Loyal Customers"
"14794",5,5,4,"554",1319.91,"Champions"
"13168",1,4,4,"144",1319.19,"Can't Lose Them (Sleeping Giants)"
"16083",2,3,4,"234",1317.62,"At Risk / Don't Lose Them"
"12526",3,3,4,"334",1316.66,"Loyal Customers"
"14921",2,3,4,"234",1316.07,"At Risk / Don't Lose Them"
"12576",2,4,4,"244",1315.83,"At Risk / Don't Lose Them"
"14511",5,4,4,"544",1314.81,"Champions"
"16464",4,3,4,"434",1314.68,"Loyal Customers"
"14738",5,5,4,"554",1314.45,"Champions"
"14973",2,3,4,"234",1314.45,"At Risk / Don't Lose Them"
"16040",2,3,4,"234",1313.55,"At Risk / Don't Lose Them"
"12364",4,4,4,"444",1313.10,"Champions"
"12516",5,3,4,"534",1312.06,"Loyal Customers"
"14856",3,3,4,"334",1311.38,"Loyal Customers"
"14477",4,4,4,"444",1309.60,"Champions"
"16120",4,4,4,"444",1309.14,"Champions"
"14047",3,4,4,"344",1308.61,"Loyal Customers"
"13328",1,2,4,"124",1308.48,"Lost / Hibernating"
"14297",4,4,4,"444",1305.33,"Champions"
"12507",2,3,4,"234",1304.81,"At Risk / Don't Lose Them"
"16744",5,5,4,"554",1304.76,"Champions"
"17919",5,2,4,"524",1304.04,"Potential Loyalists"
"15813",1,3,4,"134",1303.91,"About to Sleep"
"14898",4,5,4,"454",1303.52,"Champions"
"15108",2,4,4,"244",1300.25,"At Risk / Don't Lose Them"
"15494",4,3,4,"434",1299.23,"Loyal Customers"
"12488",5,3,4,"534",1298.66,"Loyal Customers"
"12372",4,3,4,"434",1298.04,"Loyal Customers"
"15602",4,5,4,"454",1297.87,"Champions"
"17961",5,5,4,"554",1296.44,"Champions"
"16929",5,5,4,"554",1295.39,"Champions"
"16224",3,4,4,"344",1295.30,"Loyal Customers"
"15621",5,4,4,"544",1293.03,"Champions"
"16101",3,2,4,"324",1290.70,"Potential Loyalists"
"15171",5,2,4,"524",1289.50,"Potential Loyalists"
"15136",4,4,4,"444",1286.70,"Champions"
"16949",4,5,4,"454",1286.27,"Champions"
"17350",3,4,4,"344",1286.07,"Loyal Customers"
"17802",5,3,4,"534",1285.04,"Loyal Customers"
"16899",4,5,4,"454",1281.56,"Champions"
"13878",3,2,4,"324",1281.53,"Potential Loyalists"
"13538",4,5,4,"454",1280.85,"Champions"
"16951",2,3,4,"234",1277.75,"At Risk / Don't Lose Them"
"16692",1,3,4,"134",1276.00,"About to Sleep"
"17019",5,4,4,"544",1272.61,"Champions"
"12394",2,3,4,"234",1272.48,"At Risk / Don't Lose Them"
"12630",5,3,4,"534",1270.88,"Loyal Customers"
"14669",5,3,4,"534",1269.99,"Loyal Customers"
"13492",2,3,4,"234",1269.84,"At Risk / Don't Lose Them"
"13431",5,3,4,"534",1269.10,"Loyal Customers"
"14916",3,4,4,"344",1268.98,"Loyal Customers"
"15199",4,4,4,"444",1268.70,"Champions"
"16660",5,4,4,"544",1267.65,"Champions"
"17037",2,2,4,"224",1267.32,"About to Sleep"
"17158",2,3,4,"234",1266.97,"At Risk / Don't Lose Them"
"14105",1,2,4,"124",1266.23,"Lost / Hibernating"
"13989",1,3,4,"134",1266.08,"About to Sleep"
"16842",3,3,4,"334",1264.19,"Loyal Customers"
"15497",4,3,4,"434",1262.20,"Loyal Customers"
"15009",5,3,4,"534",1261.78,"Loyal Customers"
"16688",5,4,4,"544",1260.86,"Champions"
"17388",5,4,4,"544",1259.56,"Champions"
"17412",4,5,4,"454",1258.06,"Champions"
"13151",1,2,4,"124",1257.87,"Lost / Hibernating"
"14931",4,4,4,"444",1257.68,"Champions"
"16639",2,3,4,"234",1257.51,"At Risk / Don't Lose Them"
"17481",5,4,4,"544",1255.59,"Champions"
"13848",2,3,4,"234",1255.00,"At Risk / Don't Lose Them"
"17262",3,4,4,"344",1253.36,"Loyal Customers"
"14698",5,4,4,"544",1250.76,"Champions"
"14383",2,3,4,"234",1247.69,"At Risk / Don't Lose Them"
"12689",4,3,4,"434",1247.61,"Loyal Customers"
"13029",2,3,4,"234",1247.50,"At Risk / Don't Lose Them"
"15004",2,2,4,"224",1246.32,"About to Sleep"
"12494",5,5,4,"554",1246.10,"Champions"
"13860",5,4,4,"544",1245.90,"Champions"
"14428",3,4,4,"344",1244.83,"Loyal Customers"
"16531",4,5,4,"454",1244.59,"Champions"
"17584",1,3,4,"134",1242.30,"About to Sleep"
"17588",2,3,4,"234",1240.20,"At Risk / Don't Lose Them"
"17731",3,4,4,"344",1240.11,"Loyal Customers"
"12985",4,3,4,"434",1239.38,"Loyal Customers"
"13476",2,3,4,"234",1238.47,"At Risk / Don't Lose Them"
"14893",5,3,4,"534",1237.85,"Loyal Customers"
"13931",1,3,4,"134",1237.53,"About to Sleep"
"15201",2,4,4,"244",1236.54,"At Risk / Don't Lose Them"
"14684",4,4,4,"444",1236.28,"Champions"
"15376",4,3,4,"434",1233.36,"Loyal Customers"
"15910",5,5,4,"554",1232.18,"Champions"
"18080",4,3,4,"434",1231.50,"Loyal Customers"
"18171",5,4,4,"544",1231.31,"Champions"
"14913",4,4,4,"444",1227.43,"Champions"
"12997",5,4,4,"544",1226.89,"Champions"
"12412",3,3,4,"334",1226.88,"Loyal Customers"
"17774",2,4,4,"244",1225.41,"At Risk / Don't Lose Them"
"15841",3,4,4,"344",1224.06,"Loyal Customers"
"13208",5,5,4,"554",1223.90,"Champions"
"16794",5,5,4,"554",1222.71,"Champions"
"14745",2,4,4,"244",1220.26,"At Risk / Don't Lose Them"
"15227",2,4,4,"244",1219.40,"At Risk / Don't Lose Them"
"13491",4,5,4,"454",1215.82,"Champions"
"17410",5,4,4,"544",1214.72,"Champions"
"13055",3,3,4,"334",1214.41,"Loyal Customers"
"18263",4,3,4,"434",1213.16,"Loyal Customers"
"13918",3,3,4,"334",1212.84,"Loyal Customers"
"16653",5,3,4,"534",1212.66,"Loyal Customers"
"12464",5,5,4,"554",1212.05,"Champions"
"17653",4,4,4,"444",1207.56,"Champions"
"15737",5,5,4,"554",1205.12,"Champions"
"16800",5,2,4,"524",1201.49,"Potential Loyalists"
"13158",5,4,4,"544",1201.06,"Champions"
"17320",2,3,4,"234",1200.62,"At Risk / Don't Lose Them"
"17800",4,5,4,"454",1199.01,"Champions"
"15605",4,4,4,"444",1198.23,"Champions"
"13118",4,4,4,"444",1197.81,"Champions"
"13211",5,3,4,"534",1197.42,"Loyal Customers"
"16042",4,4,4,"444",1197.27,"Champions"
"17867",2,5,4,"254",1197.10,"At Risk / Don't Lose Them"
"14487",4,5,4,"454",1196.33,"Champions"
"17720",4,4,4,"444",1195.94,"Champions"
"17526",1,4,4,"144",1195.90,"Can't Lose Them (Sleeping Giants)"
"15145",3,4,4,"344",1194.73,"Loyal Customers"
"12611",3,2,4,"324",1193.32,"Potential Loyalists"
"13882",5,4,4,"544",1191.13,"Champions"
"12462",4,3,4,"434",1189.59,"Loyal Customers"
"16612",5,4,4,"544",1187.66,"Champions"
"15630",3,3,4,"334",1186.35,"Loyal Customers"
"13752",2,5,4,"254",1186.28,"At Risk / Don't Lose Them"
"17058",3,3,4,"334",1179.89,"Loyal Customers"
"16950",3,3,4,"334",1178.56,"Loyal Customers"
"12885",2,3,4,"234",1175.22,"At Risk / Don't Lose Them"
"12640",4,3,4,"434",1174.58,"Loyal Customers"
"15306",2,3,4,"234",1174.35,"At Risk / Don't Lose Them"
"14857",4,3,4,"434",1173.12,"Loyal Customers"
"13611",4,3,4,"434",1171.80,"Loyal Customers"
"18168",3,5,4,"354",1169.94,"Loyal Customers"
"12358",5,3,4,"534",1168.06,"Loyal Customers"
"13500",4,3,4,"434",1166.77,"Loyal Customers"
"14737",2,3,4,"234",1164.55,"At Risk / Don't Lose Them"
"14261",3,3,4,"334",1163.45,"Loyal Customers"
"14447",4,4,4,"444",1163.23,"Champions"
"16714",1,3,4,"134",1161.53,"About to Sleep"
"12546",3,3,4,"334",1161.50,"Loyal Customers"
"15088",4,3,4,"434",1160.07,"Loyal Customers"
"17348",5,4,4,"544",1159.52,"Champions"
"13499",4,4,4,"444",1159.11,"Champions"
"16184",5,5,4,"554",1158.79,"Champions"
"14723",5,5,4,"554",1158.30,"Champions"
"13744",1,3,4,"134",1156.36,"About to Sleep"
"16637",3,4,4,"344",1154.47,"Loyal Customers"
"16062",5,4,4,"544",1153.62,"Champions"
"12710",1,3,4,"134",1149.02,"About to Sleep"
"17505",1,3,4,"134",1145.84,"About to Sleep"
"16766",4,3,4,"434",1145.60,"Loyal Customers"
"12769",1,2,4,"124",1143.60,"Lost / Hibernating"
"17770",4,4,4,"444",1143.27,"Champions"
"18125",3,4,4,"344",1142.99,"Loyal Customers"
"15985",2,3,4,"234",1142.42,"At Risk / Don't Lose Them"
"16270",1,2,4,"124",1141.24,"Lost / Hibernating"
"13330",2,3,4,"234",1140.93,"At Risk / Don't Lose Them"
"13819",4,3,4,"434",1140.35,"Loyal Customers"
"16172",5,4,4,"544",1140.21,"Champions"
"17135",5,5,4,"554",1139.73,"Champions"
"17500",5,3,4,"534",1138.00,"Loyal Customers"
"17302",5,4,4,"544",1135.63,"Champions"
"17242",5,3,4,"534",1135.04,"Loyal Customers"
"15489",5,3,4,"534",1134.28,"Loyal Customers"
"16989",5,5,4,"554",1133.25,"Champions"
"17585",2,4,4,"244",1133.07,"At Risk / Don't Lose Them"
"13282",4,3,4,"434",1132.14,"Loyal Customers"
"13772",2,3,4,"234",1132.13,"At Risk / Don't Lose Them"
"13310",4,4,4,"444",1132.03,"Champions"
"13610",5,5,4,"554",1131.88,"Champions"
"15500",4,4,4,"444",1131.56,"Champions"
"13447",4,4,4,"444",1129.14,"Champions"
"14824",5,4,4,"544",1127.71,"Champions"
"12609",3,4,4,"344",1126.85,"Loyal Customers"
"14708",2,4,4,"244",1126.37,"At Risk / Don't Lose Them"
"17470",3,4,4,"344",1125.07,"Loyal Customers"
"14129",4,4,4,"444",1123.86,"Champions"
"15436",5,4,4,"544",1122.53,"Champions"
"13486",3,4,4,"344",1122.41,"Loyal Customers"
"17562",5,5,4,"554",1122.38,"Champions"
"16807",2,4,4,"244",1121.59,"At Risk / Don't Lose Them"
"16086",4,4,4,"444",1121.39,"Champions"
"15730",2,4,4,"244",1120.88,"At Risk / Don't Lose Them"
"17894",3,5,4,"354",1119.81,"Loyal Customers"
"14276",5,4,4,"544",1119.74,"Champions"
"13064",5,4,4,"544",1119.49,"Champions"
"12842",3,3,4,"334",1118.99,"Loyal Customers"
"15716",2,4,4,"244",1118.81,"At Risk / Don't Lose Them"
"17788",3,3,4,"334",1117.90,"Loyal Customers"
"13591",2,4,4,"244",1117.13,"At Risk / Don't Lose Them"
"14971",3,4,4,"344",1116.57,"Loyal Customers"
"16350",4,4,4,"444",1116.47,"Champions"
"12679",5,4,4,"544",1113.02,"Champions"
"17609",4,4,4,"444",1112.22,"Champions"
"16049",4,4,4,"444",1111.79,"Champions"
"14161",2,4,4,"244",1110.52,"At Risk / Don't Lose Them"
"14817",2,3,4,"234",1110.34,"At Risk / Don't Lose Them"
"15069",2,2,4,"224",1109.53,"About to Sleep"
"12399",5,4,4,"544",1108.65,"Champions"
"15933",4,4,4,"444",1107.46,"Champions"
"16833",2,4,4,"244",1106.53,"At Risk / Don't Lose Them"
"12857",3,3,4,"334",1106.40,"Loyal Customers"
"14410",2,5,4,"254",1105.07,"At Risk / Don't Lose Them"
"14948",4,5,4,"454",1101.97,"Champions"
"17047",3,4,4,"344",1100.90,"Loyal Customers"
"14744",5,5,4,"554",1099.98,"Champions"
"15978",3,2,4,"324",1098.78,"Potential Loyalists"
"13104",3,5,4,"354",1098.48,"Loyal Customers"
"17966",4,4,4,"444",1098.43,"Champions"
"16225",3,4,4,"344",1096.32,"Loyal Customers"
"16533",4,4,4,"444",1095.56,"Champions"
"13652",3,4,4,"344",1095.08,"Loyal Customers"
"15745",4,4,4,"444",1094.59,"Champions"
"15608",4,4,4,"444",1093.68,"Champions"
"13521",5,4,4,"544",1093.65,"Champions"
"18189",3,3,4,"334",1090.24,"Loyal Customers"
"13853",3,2,4,"324",1090.14,"Potential Loyalists"
"12534",1,2,4,"124",1089.18,"Lost / Hibernating"
"15763",3,3,4,"334",1086.92,"Loyal Customers"
"13467",5,3,4,"534",1083.71,"Loyal Customers"
"17041",4,4,4,"444",1081.57,"Champions"
"14561",3,4,4,"344",1080.76,"Loyal Customers"
"16200",2,3,4,"234",1080.62,"At Risk / Don't Lose Them"
"13726",2,3,4,"234",1079.66,"At Risk / Don't Lose Them"
"15197",5,4,4,"544",1079.61,"Champions"
"12354",1,2,4,"124",1079.40,"Lost / Hibernating"
"13715",1,4,4,"144",1079.34,"Can't Lose Them (Sleeping Giants)"
"16980",1,3,4,"134",1078.96,"About to Sleep"
"14352",4,4,4,"444",1078.96,"Champions"
"16094",5,4,4,"544",1078.23,"Champions"
"16563",3,2,4,"324",1077.74,"Potential Loyalists"
"13131",4,4,4,"444",1073.30,"Champions"
"15712",5,4,4,"544",1072.36,"Champions"
"15238",3,4,4,"344",1071.99,"Loyal Customers"
"13635",1,2,4,"124",1071.03,"Lost / Hibernating"
"17522",2,4,4,"244",1070.71,"At Risk / Don't Lose Them"
"13761",3,3,4,"334",1070.65,"Loyal Customers"
"14212",4,2,4,"424",1070.48,"Potential Loyalists"
"17214",3,5,4,"354",1069.12,"Loyal Customers"
"16918",3,5,4,"354",1068.82,"Loyal Customers"
"15027",2,4,4,"244",1066.15,"At Risk / Don't Lose Them"
"17277",1,3,4,"134",1065.35,"About to Sleep"
"14488",1,2,4,"124",1064.28,"Lost / Hibernating"
"17287",4,5,4,"454",1064.11,"Champions"
"12951",2,5,4,"254",1064.07,"At Risk / Don't Lose Them"
"15801",3,4,4,"344",1063.95,"Loyal Customers"
"12936",4,4,4,"444",1063.90,"Champions"
"12815",2,3,4,"234",1063.46,"At Risk / Don't Lose Them"
"14411",1,2,4,"124",1063.00,"Lost / Hibernating"
"16214",2,4,4,"244",1062.75,"At Risk / Don't Lose Them"
"15996",5,5,4,"554",1060.68,"Champions"
"15706",3,4,4,"344",1060.56,"Loyal Customers"
"17727",5,2,4,"524",1060.25,"Potential Loyalists"
"18130",5,4,4,"544",1059.39,"Champions"
"14465",3,4,4,"344",1058.62,"Loyal Customers"
"13455",4,3,4,"434",1058.34,"Loyal Customers"
"14419",5,5,4,"554",1058.06,"Champions"
"15407",2,4,4,"244",1056.44,"At Risk / Don't Lose Them"
"14514",5,4,4,"544",1055.35,"Champions"
"15977",5,3,4,"534",1054.73,"Loyal Customers"
"16728",3,4,4,"344",1054.67,"Loyal Customers"
"12716",2,3,4,"234",1053.49,"At Risk / Don't Lose Them"
"14583",2,4,4,"244",1052.55,"At Risk / Don't Lose Them"
"16416",4,4,4,"444",1051.40,"Champions"
"12849",2,3,4,"234",1050.89,"At Risk / Don't Lose Them"
"14224",2,4,4,"244",1050.12,"At Risk / Don't Lose Them"
"15329",4,4,4,"444",1049.70,"Champions"
"14078",3,5,4,"354",1049.37,"Loyal Customers"
"15464",1,2,4,"124",1048.85,"Lost / Hibernating"
"15839",3,4,4,"344",1048.49,"Loyal Customers"
"15777",5,4,4,"544",1047.11,"Champions"
"16520",2,4,4,"244",1046.57,"At Risk / Don't Lose Them"
"14293",2,4,4,"244",1046.56,"At Risk / Don't Lose Them"
"17042",3,4,4,"344",1044.38,"Loyal Customers"
"15192",5,4,4,"544",1044.32,"Champions"
"14389",1,3,4,"134",1043.46,"About to Sleep"
"15073",5,4,4,"544",1043.41,"Champions"
"12497",3,2,4,"324",1043.10,"Potential Loyalists"
"14584",2,4,4,"244",1042.26,"At Risk / Don't Lose Them"
"13719",5,4,4,"544",1041.68,"Champions"
"18221",5,4,4,"544",1041.61,"Champions"
"15434",2,4,4,"244",1041.48,"At Risk / Don't Lose Them"
"14446",4,4,4,"444",1039.58,"Champions"
"16320",3,3,4,"334",1038.46,"Loyal Customers"
"16175",2,4,4,"244",1037.59,"At Risk / Don't Lose Them"
"12691",5,5,4,"554",1035.80,"Champions"
"16260",3,2,4,"324",1035.45,"Potential Loyalists"
"13639",3,2,4,"324",1033.34,"Potential Loyalists"
"17724",3,4,4,"344",1033.00,"Loyal Customers"
"12599",4,5,4,"454",1032.58,"Champions"
"17405",5,4,4,"544",1031.41,"Champions"
"12724",4,4,4,"444",1031.41,"Champions"
"13235",4,2,4,"424",1031.07,"Potential Loyalists"
"12717",4,3,4,"434",1030.98,"Loyal Customers"
"13253",2,3,4,"234",1030.40,"At Risk / Don't Lose Them"
"17033",3,4,4,"344",1030.14,"Loyal Customers"
"15333",1,2,4,"124",1028.56,"Lost / Hibernating"
"16682",3,4,4,"344",1028.00,"Loyal Customers"
"15104",1,3,4,"134",1027.44,"About to Sleep"
"13956",3,4,4,"344",1026.42,"Loyal Customers"
"16160",3,3,4,"334",1025.44,"Loyal Customers"
"14904",4,3,4,"434",1025.44,"Loyal Customers"
"15658",1,4,4,"144",1024.10,"Can't Lose Them (Sleeping Giants)"
"17096",5,4,4,"544",1022.13,"Champions"
"14346",4,3,4,"434",1021.58,"Loyal Customers"
"13165",3,3,4,"334",1021.48,"Loyal Customers"
"12572",3,3,4,"334",1020.42,"Loyal Customers"
"13376",1,4,4,"144",1019.76,"Can't Lose Them (Sleeping Giants)"
"18142",2,3,4,"234",1019.52,"At Risk / Don't Lose Them"
"12828",2,5,4,"254",1018.71,"At Risk / Don't Lose Them"
"14083",4,5,4,"454",1018.43,"Champions"
"12514",1,2,4,"124",1017.68,"Lost / Hibernating"
"13728",2,5,4,"254",1016.14,"At Risk / Don't Lose Them"
"13867",3,4,4,"344",1015.29,"Loyal Customers"
"12642",4,4,4,"444",1013.26,"Champions"
"12739",3,3,4,"334",1013.04,"Loyal Customers"
"17197",3,2,4,"324",1013.01,"Potential Loyalists"
"14195",1,3,4,"134",1012.00,"About to Sleep"
"14775",5,4,4,"544",1011.90,"Champions"
"16229",4,3,4,"434",1010.60,"Loyal Customers"
"13032",3,3,4,"334",1010.18,"Loyal Customers"
"16572",4,4,4,"444",1009.60,"Champions"
"16174",4,4,4,"444",1009.55,"Champions"
"17951",4,4,4,"444",1008.54,"Champions"
"17646",1,4,4,"144",1008.39,"Can't Lose Them (Sleeping Giants)"
"14631",3,4,4,"344",1006.98,"Loyal Customers"
"13429",5,4,4,"544",1006.80,"Champions"
"17126",3,4,4,"344",1004.75,"Loyal Customers"
"14214",3,4,4,"344",1004.38,"Loyal Customers"
"13410",4,4,4,"444",1003.06,"Champions"
"12446",3,2,4,"324",1002.31,"Potential Loyalists"
"12545",3,3,4,"334",1000.39,"Loyal Customers"
